L01XX44,,Aflibercept
S01LA05,,Aflibercept
A16AB03,,Agalsidase alfa
A16AB04,,Agalsidase beta
G02CH01,,Agnus castus
N06AX22,,Agomelatin
C01BA05,,Ajmalin
B05XB02,,Alanylglutamin
N06AB07,,Alaproclat
S01XA07,,Alaun
P02CA03,,Albendazol
L03AB12,,Albinterferon alfa-2b
B05AA01,,Albumin
B05AA51,,"Albumin, Kombinationen"
A07XA01,,Albumintannat
A07XA51,,"Albumintannat, Kombinationen"
S01GX11,,Alcaftadin
M01AB06,,Alclofenac
D07AB10,,Alclometason
S01BA10,,Alclometason
M03AA01,,Alcuronium
L03AC01,,Aldesleukin
J04BA03,,Aldesulfonnatrium
H02AA01,,Aldosteron
L04AA15,,Alefacept
L01XC04,,Alemtuzumab
M05BA04,,Alendronsäure
M05BB05,,"Alendronsäure, Calcium und Colecalciferol, Sequenzialpräparate"
M05BB06,,"Alendronsäure und Alfacalcidol, Sequenzialpräparate"
M05BB03,,Alendronsäure und Colecalciferol
A11CC03,,Alfacalcidol
C10AD09,,alfa-Tocopherolnicotinat
N01AX05,,Alfaxalon
B02AB02,,Alfa1-Antitrypsin
N01AH02,,Alfentanil
G04CA01,,Alfuzosin
G04CA51,,Alfuzosin und Finasterid
A02AB02,,Algeldrat
A02BX13,,Alginsäure
A02BX63,,"Alginsäure, Kombinationen"
A16AB01,,Alglucerase
A16AB07,,Alglucosidase alfa
R06AD01,,Alimemazin
C10AX10,,Alipogen tiparvovec
C09XA02,,Aliskiren
C09XA54,,"Aliskiren, Amlodipin und Hydrochlorothiazid"
C09XA53,,Aliskiren und Amlodipin
C09XA52,,Aliskiren und Hydrochlorothiazid
D11AH04,,Alitretinoin
L01XX22,,Alitretinoin
A03FA05,,Alizaprid
V04CN11,,Alkohol-Testzone
N05CA21,,Allobarbital
M04AA01,,Allopurinol
M04AA51,,"Allopurinol, Kombinationen"
G03DC01,,Allylestrenol
A02AD03,,Almagat
A02AD05,,Almasilat
M01AE16,,Alminoprofen
R07AB07,,Almitrin
N02CC05,,Almotriptan
A06AB13,,Aloe
A06AB63,,"Aloe, Kombinationen"
A10BH04,,Alogliptin
A02AB06,,Aloglutamol
A03AE01,,Alosetron
B01AC15,,Aloxiprin
N02BA02,,Aloxiprin
A16AX01,,Alpha-Liponsäure (Thioctsäure)
N07XB01,,Alpha-Liponsäure (Thioctsäure)
M02AX56,,"Alpha-Pinen, Kombinationen"
N05BA12,,Alprazolam
C07AA01,,Alprenolol
C07BA01,,Alprenolol und Thiazide
C01EA01,,Alprostadil
C04AG01,,Alprostadil
G04BE01,,Alprostadil
V04CH04,,Alsactid
B01AD02,,Alteplase
S01XA13,,Alteplase
C03EA04,,Altizid und Kalium sparende Mittel
L01XX03,,Altretamin
D03AX33,,Aluminiumacetattartrat
S02AA04,,Aluminiumacetattartrat
A02AB05,,Aluminiumacetoacetat
A01AB36,,Aluminiumchlorat
A01AB26,,Aluminiumchlorid
D10AX01,,Aluminiumchlorid
A01AB76,,"Aluminiumchlorid, Kombinationen"
D08AB52,,"Aluminiumchlorid, Kombinationen"
V03AE09,,Aluminiumchloridhydroxid
D08AB01,,Aluminiumchloridhydroxid-Komplex
C10AB03,,Aluminiumclofibrat
A02AB07,,Aluminiumglycinat
R02AA32,,Aluminium-haltige Verbindungen
R02AA82,,"Aluminium-haltige Verbindungen, Kombinationen"
C05AX01,,Aluminium-haltige Zubereitungen
A02AB01,,Aluminiumhydroxid
V03AE05,,Aluminiumhydroxid
A02AF05,,Aluminiumhydroxid und Karminativa
D09AA08,,Aluminiumhydroxychlorid
M05BX02,,Aluminiumhydroxychlorid
C10AD04,,Aluminiumnicotinat
D10AX04,,Aluminiumoxid
A02AD10,,Aluminiumoxid in Kombination mit Magnesiumhydroxid
A02AB03,,Aluminiumphosphat
A07ED01,,Aluminiumphosphat
D08AB10,,Aluminiumpulver
D11AA02,,Aluminiumsalze
D11AA52,,"Aluminiumsalze, Kombinationen"
D11AB63,,"Aluminiumsalze, Kombinationen"
A01AB37,,Aluminiumsulfat
A03AX08,,Alverin
A03AX58,,"Alverin, Kombinationen"
A06AH02,,Alvimopan
J05AC04,,Amantadin
N04BB01,,Amantadin
R02AA01,,Ambazon
R02AA51,,"Ambazon, Kombinationen"
N07AA30,,Ambenonium
C02KX02,,Ambrisentan
R02AD05,,Ambroxol
R05CB06,,Ambroxol
R07AA03,,Ambroxol
A03DA09,,Ambucetamid und Analgetika
A03CA07,,Ambutonium und Psycholeptika
D07AC11,,Amcinonid
D11AF08,,Ameisensäure
C01CA25,,Amezinium metilsulfat
A08AA03,,Amfepramon
A08AA53,,"Amfepramon, Kombinationen"
N06BA01,,Amfetamin
N06BA13,,Amfetaminil
V04CN01,,Amfetamin-Testzone
R01AA15,,Amidefrin
V08AA01,,Amidotrizoesäure
N07XX05,,Amifampridin
V03AF05,,Amifostin
D06AX12,,Amikacin
J01GB06,,Amikacin
S01AA21,,Amikacin
V03AM01,,Amilomer
C03DB01,,Amilorid
N06AA19,,Amineptin
D08AA02,,Aminoacridin
D02BA01,,Aminobenzoesäure
N03AG03,,Aminobuttersäure
B02AA01,,Aminocapronsäure
N03AB03,,Amino(diphenylhydantoin)valeriansäure
L02BG01,,Aminoglutethimid
V04CH30,,Aminohippursäure
L01XD04,,Aminolevulinsäure
V04CX32,,Aminolevulinsäure
B02AA03,,Aminomethylbenzoesäure
N02BB03,,Aminophenazon
R05XA05,,"Aminophenazon, Kombinationen"
N02BB53,,"Aminophenazon, Kombinationen exkl. Psycholeptika"
N02BB73,,"Aminophenazon, Kombinationen mit Psycholeptika"
R03DA05,,Aminophyllin
R03DA55,,"Aminophyllin, Kombinationen"
R03DB05,,Aminophyllin und Sympathomimetika
J04AA01,,Aminosalicylsäure
B05BA01,,Aminosäuren
V06DD01,,"Aminosäuren, Kombinationen mit Kohlenhydraten"
C01BD01,,Amiodaron
N05AL05,,Amisulprid
N06AA09,,Amitriptylin
N06CA01,,Amitriptylin und Psycholeptika
N06AA25,,Amitriptylinoxid
A01AD07,,Amlexanox
R03DX01,,Amlexanox
C08CA01,,Amlodipin
C01EP04,,Ammi-visnaga-Früchte
B05XA04,,Ammoniumchlorid
G04BA01,,Ammoniumchlorid
G04BA51,,"Ammoniumchlorid, Kombinationen"
V08CA07,,Ammoniumeisen(III)citrat
B03AA12,,Ammoniumeisen(II)sulfat
B03AD05,,Ammoniumeisen(II)sulfat
N05CA02,,Amobarbital
P01BA06,,Amodiaquin
D01AE16,,Amorolfin
N06AA17,,Amoxapin
J01CA04,,Amoxicillin
J01CR02,,Amoxicillin und Enzym-Inhibitoren
A01AB04,,Amphotericin B
A07AA07,,Amphotericin B
D01AA10,,Amphotericin B
G01AA03,,Amphotericin B
J02AA01,,Amphotericin B
J01CA01,,Ampicillin
S01AA19,,Ampicillin
J01CA51,,"Ampicillin, Kombinationen"
R05GB05,,"Ampicillin, Kombinationen"
J01CR01,,Ampicillin und Enzym-Inhibitoren
J05AE05,,Amprenavir
C01CE01,,Amrinon
L01DB10,,Amrubicin
L01XX01,,Amsacrin
V03AB22,,Amylnitrit
L01XX35,,Anagrelid
L04AC03,,Anakinra
L02BG03,,Anastrozol
L03AA12,,Ancestim
B01AD09,,Ancrod
A01AB39,,Andere Aluminium-haltige Verbindungen
A16AA50,,"Andere Aminosäuren, Kombinationen"
A14AA50,,"Andere Androstan-Derivate, Kombinationen"
A07XA50,,"Andere Antidiarrhoika, Kombinationen"
A04AD50,,"Andere Antiemetika, Kombinationen"
D11AA50,,"Andere Antihidrotika, Kombinationen"
S01XB50,,"Andere Antikataraktika, Kombinationen"
R02AA50,,"Andere Antiseptika, Kombinationen"
A15AA50,,"Andere Appetit stimulierende Mittel, Kombinationen"
R07AB50,,"Andere Atemstimulanzien, Kombinationen"
L03AG50,,"Andere bakterielle Immunstimulanzien, Kombinationen"
A12AX50,,"Andere Calciumsalze, Kombinationen mit anderen Mitteln"
A12AX41,,Andere Calciumsalze und Colecalciferol
D11AX50,,"Andere Dermatika, Kombinationen"
D11AB50,,"Andere dermatologische Balneotherapeutika, Kombinationen"
V04CX50,,"Andere Diagnostika, Kombinationen"
V06CX50,,"Andere Diätetika als Säuglingsnahrung, Kombinationen"
V06DX50,,Andere Diätetika-Kombinationen
A09AX50,,"Andere Digestiva, Kombinationen"
A09AA50,,"Andere Enzyme, Kombinationen"
A09AC50,,"Andere Enzyme und Säuren, Kombinationen"
R04AP50,,"Andere etherische Öle, Kombinationen"
R05CA50,,"Andere Expektoranzien, Kombinationen"
V03AK50,,"Andere Gewebekleber, Kombinationen"
R02AX50,,"Andere Hals- und Rachentherapeutika, Kombinationen"
C05AX03,,"Andere Hämorrhoidenmittel, Kombinationen"
G04BC50,,"Andere Harnkonkrement lösende Mittel, Kombinationen"
V07AI01,,Andere Hilfsmittel ohne Pharmazentralnummer
V07AI02,,"Andere Hilfsmittel ohne Pharmazentralnummer, die im Zusammenhang mit einer individuell hergestellten parenteralen Lösung abgegeben werden"
J06BC10,,Andere Immunglobuline
J01EB70,,"Andere kurzwirksame Sulfonamide, Kombinationen"
A05BA50,,"Andere Lebertherapeutika, Kombinationen"
R02AD50,,"Andere Lokalanästhetika, Kombinationen"
A12CC50,,"Andere Magnesiumsalze, Kombinationen"
D11AC50,,"Andere medizinische Haarwaschmittel, Kombinationen"
J07AH02,,"Andere Meningokokken monovalent, gereinigtes Polysaccharid-Antigen"
J07AH05,,"Andere Meningokokken polyvalent, gereinigtes Polysaccharid-Antigen"
A12CX50,,"Andere Mineralstoff-haltige Zubereitungen, Kombinationen"
G04BE70,,"Andere Mittel bei erektiler Dysfunktion, Kombinationen mit Psycholeptika"
A03AX50,,"Andere Mittel bei funktionellen Störungen des Darms, Kombinationen"
A05AX50,,"Andere Mittel zur Gallentherapie, Kombinationen"
A01AD50,,"Andere Mittel zur oralen Lokalbehandlung, Kombinationen"
R05CB50,,"Andere Mukolytika, Kombinationen"
P02CX50,,"Andere Nematodenmittel, Kombinationen"
S01XA50,,"Andere Ophthalmika, Kombinationen"
R05DA50,,"Andere Opium-Alkaloide und Derivate, Kombinationen"
L03AX20,,Andere Organextrakte
A08AB11,,Andere peripher wirkende Antiadiposita
C01AP50,,"Andere Pflanzenglykoside, Kombinationen"
N05CP50,,"Andere pflanzliche Hypnotika und Sedativa, Kombinationen"
L03AP50,,"Andere pflanzliche Immunstimulanzien, Kombinationen"
C05CP50,,"Andere pflanzliche kapillarstabilisierende Mittel, Kombinationen"
L01CP50,,"Andere pflanzliche Mittel, Kombinationen"
A01AP50,,"Andere pflanzliche Stomatologika, Kombinationen"
G04BP50,,"Andere pflanzliche Urologika, Kombinationen"
D08AE50,,"Andere Phenole und Derivate, Kombinationen"
B05AA02,,Andere Plasmaproteinfraktionen
D03BA50,,"Andere proteolytische Enzyme, Kombinationen"
C04AD50,,"Andere Purin-Derivate, Kombinationen"
A09AB50,,"Andere Säuren, Kombinationen"
D08AL50,,"Andere Silber-haltige Verbindungen, Kombinationen"
A07AB50,,"Andere Sulfonamide, Kombinationen"
D06BA50,,"Andere Sulfonamide, Kombinationen"
S01GA50,,"Andere Sympathomimetika, Kombinationen"
D10BX50,,"Andere systemische Aknemittel, Kombinationen"
R03DX50,,"Andere systemische Antiasthmatika, Kombinationen"
D05AA50,,"Andere Teere, Kombinationen"
V03AX50,,"Andere therapeutische Mittel, Kombinationen"
A02BX50,,"Andere Ulkustherapeutika, Kombinationen exkl. Psycholeptika"
A02BX70,,"Andere Ulkustherapeutika, Kombinationen mit Psycholeptika"
G04BX50,,"Andere Urologika, Kombinationen"
D09AC50,,"Andere Verbandmittel, Kombinationen"
D03AX50,,"Andere Wundbehandlungsmittel, Kombinationen"
R03DA50,,"Andere Xanthine, Kombinationen excl. Psycholeptika"
R03DA90,,"Andere Xanthine, Kombinationen mit Psycholeptika"
M02AD50,,"Andere Zubereitungen mit Nicotinsäure-Derivaten, Kombinationen"
M02AC50,,"Andere Zubereitungen mit Salicylsäure-Derivaten, Kombinationen"
L03AX50,,"Andere Zytokine und Immunstimulanzien, Kombinationen"
R05CP16,,Andornkraut
A14AA01,,Androstanolon
G03BB02,,Androstanolon
S01LA02,,Anecortav
A16AX02,,Anetholtrithion
C01CX06,,Angiotensinamid
J02AX06,,Anidulafungin
N01AH05,,Anileridin
N06BX11,,Aniracetam
B01AD03,,Anistreplase
A02AX50,,"Antacida, andere Kombinationen"
A02AG02,,"Antacida, Kombinationen mit Atropin"
A02AX01,,"Antacida, Kombinationen mit Bismutsalzen"
A02AG01,,"Antacida, Kombinationen mit Butinolin"
A02AX02,,"Antacida, Kombinationen mit Lokalanästhetika"
A02AG20,,"Antacida, Kombinationen mit mehreren Spasmolytika"
A02AX04,,"Antacida, Kombinationen mit Schwefel"
R01AC04,,Antazolin
R06AX05,,Antazolin
S01GX15,,Antazolin
S01XA35,,Anthocyane
S01XA85,,"Anthocyane, Kombinationen"
J07AC01,,Anthrax-Antigen
C01BA50,,"Antiarrhythmika, Kombinationen exkl. Psycholeptika"
C01BA70,,"Antiarrhythmika, Kombinationen mit Psycholeptika"
S01AA20,,Antibiotika in Kombination mit anderen Mitteln
G01BA01,,Antibiotika und Corticosteroide
J06BB01,,Anti-D(rh)-Immunglobulin
S02AA30,,"Antiinfektiva, Kombinationen"
S03AA30,,"Antiinfektiva, Kombinationen"
L04AA03,,Antilymphozytäres Immunglobulin (Pferd)
R05CA07,,Antimonpentasulfid
G01BD01,,Antiseptika und Corticosteroide
B01AB02,,"Antithrombin III, Antithrombin alfa "
L04AA04,,Antithymozytäres Immunglobulin (Kaninchen)
R05FB02,,Antitussiva und Expektoranzien
R05FB01,,Antitussiva und Mukolytika
A07XP05,,Apfelfruchtextrakt
B01AF02,,Apixaban
G04BE07,,Apomorphin
N04BC07,,Apomorphin
V03AB45,,Apomorphin
S01EA03,,Apraclonidin
A04AD12,,"Aprepitant, Fosaprepitant"
C01BB04,,Aprindin
N05CA05,,Aprobarbital
N05CM12,,Apronal
B02AB01,,Aprotinin
D04AX06,,Aqua calcariae
J01GB12,,Arbekacin
C01CA22,,Arbutamin
B01AE03,,Argatroban
A05BA01,,Argininglutamat
B05XB01,,Argininhydrochlorid
H01BA06,,Argipressin
N05AX12,,Aripiprazol
M02AH02,,Arnika
M09AH03,,Arnika
C05BP04,,Arnikablüten
D03AP03,,Arnikablüten
M02AP01,,Arnikablüten
M02AP51,,"Arnikablüten, Kombinationen"
L01XX27,,Arsentrioxid
P01AR01,,Arsthinol
P01BE02,,Artemether
P01BF01,,Artemether und Lumefantrin
P01BE01,,Artemisinin
P01BE04,,Artemotil
P01BE05,,Artenimol (Dihydroartemisinin)
P01BF05,,Artenimol (Dihydroartemisinin) und Piperaquin
P01BE03,,Artesunat
P01BF04,,"Artesunat, Sulfamethopyrazin und Pyrimethamin"
P01BF03,,Artesunat und Amodiaquin
P01BF02,,Artesunat und Mefloquin
P01BF06,,Artesunat und Pyronaridin
N01BB08,,Articain
N01BB58,,"Articain, Kombinationen"
A05AP03,,Artischockenblätter
R05CP04,,Asarumwurzelstock
G01AD03,,Ascorbinsäure
S01XA15,,Ascorbinsäure
A11GA01,,Ascorbinsäure (Vitamin C)
A11GB50,,"Ascorbinsäure (Vitamin C), andere Kombinationen"
A11GB01,,Ascorbinsäure (Vitamin C) und Calcium
V04BA06,,Ascorbinsäure-Testzone
N05AH05,,Asenapin
D03AX16,,Asiaticosid
L01XX02,,Asparaginase
A09AA07,,Aspergillus oryzae
A09AA57,,"Aspergillus oryzae, Kombinationen"
J01CA19,,Aspoxicillin
R06AX11,,Astemizol
J05AE08,,Atazanavir
C07AB03,,Atenolol
C07DB01,,"Atenolol, Thiazide und andere Diuretika"
C07FB03,,Atenolol und andere Antihypertonika
C07CB03,,Atenolol und andere Diuretika
C07CB53,,"Atenolol und andere Diuretika, Kombinationen"
C07FB23,,Atenolol und Nifedipin
C07BB03,,Atenolol und Thiazide
N06BA09,,Atomoxetin
C10AA05,,Atorvastatin
C10BX03,,Atorvastatin und Amlodipin
C10BA05,,Atorvastatin und Ezetimib
G02CX01,,Atosiban
P01AX06,,Atovaquon
M03AC04,,Atracurium
A03BA01,,Atropin
G04BD15,,Atropin
S01FA01,,Atropin
V03AB44,,Atropin
G04BD65,,"Atropin, Kombinationen"
S01FA51,,"Atropin, Kombinationen"
A03CB03,,Atropin und Psycholeptika
A07BC04,,Attapulgit
A07BC54,,"Attapulgit, Kombinationen"
M01CB03,,Auranofin
M01CB04,,Aurothioglucose
M01CB06,,Aurothiopolypeptid
M01CB05,,Aurotioprol
M09AX02,,Autologe Chondrozyten
M01AX26,,"Avocado und Sojabohnenöl, unverseift"
L01XE17,,Axitinib
L01BC07,,Azacitidin
G01AF13,,Azanidazol
P01AB04,,Azanidazol
C04AX30,,Azapetin
M01AX04,,Azapropazon
R06AX09,,Azatadin
L04AX01,,Azathioprin
D10AX03,,Azelainsäure
R01AC03,,Azelastin
R06AX19,,Azelastin
S01GX07,,Azelastin
S01AA25,,Azidamfenicol
J01CE04,,Azidocillin
C09CA09,,Azilsartan medoxomil
J01FA10,,Azithromycin
S01AA26,,Azithromycin
J01CA09,,Azlocillin
C03CA05,,Azosemid
J01DF01,,Aztreonam
A01AB88,,"Azulen, Kombinationen"
B,,
J01CA06,,Bacampicillin
L03AG05,,Bacillus cereus
L03AG02,,Bacillus subtilis
D06AX05,,Bacitracin
J01XX10,,Bacitracin
R02AB04,,Bacitracin
R02AB54,,"Bacitracin, Kombinationen"
M03BX01,,Baclofen
D03AX79,,"Bakterienlysat, Kombinationen"
V04BA14,,Bakterien-Testzone
N05CP06,,Baldrianöl
N05CP01,,Baldrianwurzel
N05CP51,,"Baldrianwurzel, Kombinationen"
A07EC04,,Balsalazid
R03CC12,,Bambuterol
C04AA31,,Bamethan
C04AA81,,"Bamethan, Kombinationen"
R03DA08,,Bamifyllin
D04AA15,,Bamipin
R06AX01,,Bamipin
R06AX51,,"Bamipin, Kombinationen"
N03AA04,,Barbexaclon
N05CA04,,Barbital
N05CB02,,Barbiturate in Kombination mit anderen Mitteln
V04CN02,,Barbiturat-Testzone
G04BP01,,Bärentraubenblätter
G04BP51,,"Bärentraubenblätter, Kombinationen"
V08BA01,,Bariumsulfat mit Suspensionsmittel
V08BA02,,Bariumsulfat ohne Suspensionsmittel
C08CA12,,Barnidipin
A03DA08,,Barverin und Analgetika
L04AC02,,Basiliximab
D08AX14,,Basisches Bismutgallat
D02AC01,,Basistherapeutika
A06AC59,,"Bassorin, Kombinationen"
B02BX03,,Batroxobin
V01AA05,,Baumpollen
G03XC02,,Bazedoxifen
L03AX03,,BCG-Impfstoff
A01AD08,,Becaplermin
D03AX06,,Becaplermin
N03AX30,,Beclamid
A07EA07,,Beclometason
D07AC15,,Beclometason
R01AD01,,Beclometason
R03BA01,,Beclometason
D07CC04,,Beclometason und Antibiotika
S01ED06,,Befunolol
J01GB13,,Bekanamycin
L04AA28,,Belatacept
L04AA26,,Belimumab
A03BA04,,Belladonna-Gesamtalkaloide
A03CB02,,Belladonna-Gesamtalkaloide und Psycholeptika
R07AB05,,Bemegrid
C03AX02,,"Bemetizid, Kombinationen"
C03EA16,,Bemetizid und Kalium sparende Mittel
B01AB12,,Bemiparin
A03CA43,,Benactyzin und Psycholeptika
C09AA07,,Benazepril
C09BA07,,Benazepril und Diuretika
C04AX11,,Bencyclan
N06DX11,,Bencyclan
L01AA09,,Bendamustin
M02AA11,,Bendazac
S01BC07,,Bendazac
C03AA01,,Bendroflumethiazid
C03AB01,,Bendroflumethiazid und Kalium
C03EA13,,Bendroflumethiazid und Kalium sparende Mittel
A10BX06,,Benfluorex
A11DA03,,Benfotiamin
N07XB56,,"Benfotiamin, Kombinationen"
S01JA02,,Bengalrosa-Natrium
C08CA15,,Benidipin
N02BA10,,Benorilat
M01AE06,,Benoxaprofen
N05AD07,,Benperidol
R05DB02,,Benproperin
V04CK03,,Bentiromid
D08AJ01,,Benzalkonium
D09AA11,,Benzalkonium
R02AA16,,Benzalkonium
D08AJ51,,"Benzalkonium, Kombinationen"
D10AX10,,Benzalkoniumchlorid
S01AX24,,Benzalkoniumchlorid
D10AX60,,"Benzalkoniumchlorid, Kombinationen"
C05BZ06,,Benzaron
C05CX05,,Benzaron
N04AC01,,Benzatropin
M04AB03,,Benzbromaron
R02AA09,,Benzethonium
R02AA59,,"Benzethonium, Kombinationen"
D08AJ08,,Benzethoniumchlorid
D08AJ58,,"Benzethoniumchlorid, Kombinationen"
A03AB16,,(2-Benzhydryloxyethyl)diethylmethylammoniumiodid
A03AB01,,Benzilon
C01DX04,,Benziodaron
C01DX54,,"Benziodaron, Kombinationen"
P01CA02,,Benznidazol
C05AD03,,Benzocain
D04AB04,,Benzocain
N01BA05,,Benzocain
R02AD01,,Benzocain
A01AE53,,"Benzocain, Kombinationen"
A02XA52,,"Benzocain, Kombinationen"
C05AD53,,"Benzocain, Kombinationen"
D04AB54,,"Benzocain, Kombinationen"
R02AD51,,"Benzocain, Kombinationen"
N05BD01,,Benzoctamin
V04CN03,,Benzodiazepin-Testzone
D09AA05,,Benzododecinium
R05DB01,,Benzonatat
R02AA84,,"Benzoxonium, Kombinationen"
A01AB14,,Benzoxoniumchlorid
D08AJ05,,Benzoxoniumchlorid
D10AE01,,Benzoylperoxid
D11AC13,,Benzoylperoxid
D10AE51,,"Benzoylperoxid, Kombinationen"
A01AD02,,Benzydamin
G02CC03,,Benzydamin
M01AX07,,Benzydamin
M02AA05,,Benzydamin
P03AX01,,Benzylbenzoat
A03ED01,,Benzylmandelat in Kombination mit anderen Mitteln
M02AD02,,Benzylnicotinat
M02BA04,,Benzylnicotinat
C04AC58,,"Benzylnicotinat, Kombinationen"
M02AD52,,"Benzylnicotinat, Kombinationen"
M02BA54,,"Benzylnicotinat, Kombinationen"
J01CE01,,Benzylpenicillin
S01AA14,,Benzylpenicillin
J01CE08,,Benzylpenicillin-Benzathin
J01CE09,,Benzylpenicillin-Procain
H03BA03,,Benzylthiouracil
P02CX02,,Bephenium
C08EA02,,Bepridil
B01AC19,,Beraprost
D05BA03,,Bergapten
C01EP02,,Besenginsterkraut
S01AE08,,Besifloxacin
A11CA02,,Betacaroten
D02BB01,,Betacaroten
D02BB51,,"Betacaroten, Kombinationen"
N07CA01,,Betahistin
A16AA06,,Betain
A05BA61,,"Betain, Kombinationen"
A09AB02,,Betainhydrochlorid
A01AC05,,Betamethason
A07EA04,,Betamethason
C05AA05,,Betamethason
D07AC01,,Betamethason
D07XC01,,Betamethason
H02AB01,,Betamethason
R01AD06,,Betamethason
R03BA04,,Betamethason
S01BA06,,Betamethason
S01CB04,,Betamethason
S02BA07,,Betamethason
S03BA03,,Betamethason
C05AA55,,"Betamethason, Kombinationen"
H02BX09,,"Betamethason, Kombinationen"
D07CC01,,Betamethason und Antibiotika
S01CA05,,Betamethason und Antiinfektiva
S03CA06,,Betamethason und Antiinfektiva
D07BC01,,Betamethason und Antiseptika
S01BB04,,Betamethason und Mydriatika
H02AB51,,Betamethason-Depot
C02CC01,,Betanidin
C10AX14,,Beta-Sitosterin
G04CX04,,Beta-Sitosterin
M09AX04,,Beta-Sitosterin
G04CX54,,"Beta-Sitosterin, Kombinationen"
C07AB05,,Betaxolol
S01ED02,,Betaxolol
S01ED52,,"Betaxolol, Kombinationen"
V04CG02,,Betazol
N07AB02,,Bethanechol
L01XC07,,Bevacizumab
C07AB06,,Bevantolol
C07BB06,,Bevantolol und Thiazide
A03AB13,,Bevonium
A03DA03,,Bevonium und Analgetika
A03CA06,,Bevonium und Psycholeptika
L01XX25,,Bexaroten
C10AB02,,Bezafibrat
N02AC05,,Bezitramid
J01DH05,,Biapenem
R05DB12,,Bibenzoniumbromid
S01AX05,,Bibrocathol
L02BB03,,Bicalutamid
C02AA07,,Bietaserpin
C02AA57,,"Bietaserpin, Kombinationen"
C02LA07,,Bietaserpin und Diuretika
N06AX08,,Bifemelan
D01AC10,,Bifonazol
D01AC60,,"Bifonazol, Kombinationen"
R06AX29,,Bilastin
V04BA08,,Bilirubin-Testzone
S01EE03,,Bimatoprost
P03AC02,,Bioallethrin
P03AC52,,"Bioallethrin, Kombinationen"
A11HA05,,Biotin
N04AA02,,Biperiden
D08AE06,,Biphenylol
D08AE56,,"Biphenylol, Kombinationen"
C03XP02,,Birkenblätter
G04BP02,,Birkenblätter
A06AB02,,Bisacodyl
A06AG02,,Bisacodyl
A06AB52,,"Bisacodyl, Kombinationen"
V04CZ04,,"Bisacodyl, Kombinationen"
A07BB51,,"Bismut, Kombinationen"
A02BX17,,Bismut(III)-citrat-hydroxid-Komplex
C05AX02,,"Bismutpräparate, Kombinationen"
A02BX05,,Bismutsubcitrat
